id,name,age,continent,contract_until,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value
3409,L. Ardente,36,south america,2021,GK,right,1.0,72,72,1.0,425000.0
3412,Simy,26,africa,2019,ST,right,1.0,72,75,2.0,3900000.0
3414,F. Coloccini,36,south america,2019,DF,right,2.0,72,72,2.0,425000.0
3416,F. Ceravolo,31,europe,2020,ST,right,1.0,72,72,3.0,2800000.0
3418,A. Abedzadeh,25,asia,2019,GK,right,1.0,72,77,1.0,3000000.0
3420,A. Tello,21,south america,2021,MF,right,1.0,72,82,3.0,5000000.0
3421,O. Hurmacı,31,asia,2020,MF,right,1.0,72,72,3.0,2700000.0
3422,R. Gutiérrez,35,south america,2019,ST,right,1.0,72,72,3.0,1400000.0
3423,N. Murru,23,europe,2022,DF,left,1.0,72,77,3.0,3500000.0
3427,Vasco Fernandes,31,europe,2020,DF,right,1.0,72,72,2.0,2100000.0
3430,J. Barreiro,24,south america,"Dec 31, 2018",DF,right,1.0,72,80,2.0,3900000.0
3431,Clayton Fildeiras,34,south america,2021,MF,right,1.0,72,72,3.0,1600000.0
3432,N. Mazraoui,20,africa,2021,DF,right,1.0,72,80,3.0,3900000.0
3434,R. Sigurjónsson,28,europe,2019,MF,right,1.0,72,72,3.0,3100000.0
3437,G. Gillet,34,europe,2019,MF,right,2.0,72,72,3.0,950000.0
3439,S. Sáez,33,south america,2019,ST,right,1.0,72,72,3.0,2000000.0
3440,F. Zuqui,26,south america,2021,MF,right,1.0,72,73,3.0,3600000.0
3441,R. Lamah,30,europe,2018,MF,left,1.0,72,72,3.0,2900000.0
3442,Paulao Junqueiras,30,south america,2021,ST,right,1.0,72,72,3.0,3000000.0
3443,G. Escobar,21,south america,2020,DF,left,1.0,72,80,3.0,3900000.0
3444,S. Żurkowski,20,europe,2020,MF,right,1.0,72,83,3.0,5500000.0
3446,M. Johansson,26,europe,2020,DF,right,1.0,72,75,3.0,3200000.0
3449,F. Lértora,27,south america,2021,MF,right,1.0,72,73,2.0,2900000.0
3450,A. Barboza,23,south america,"Dec 31, 2018",DF,left,1.0,72,77,2.0,3500000.0
3451,T. Savanier,26,europe,2022,MF,right,1.0,72,75,3.0,3800000.0
3452,Daniel Guimarães,31,south america,2020,GK,right,1.0,72,72,1.0,1900000.0
3453,E. Ofori,23,africa,"Dec 31, 2018",MF,left,1.0,72,78,2.0,4200000.0
3455,D. Di Gennaro,30,europe,"Jun 30, 2019",MF,left,1.0,72,72,3.0,2900000.0
3456,B. Ketkeophomphone,28,europe,2019,MF,right,2.0,72,72,4.0,3200000.0
3457,A. Henríquez,24,south america,2022,ST,right,1.0,72,75,3.0,4000000.0
3458,F. Angileri,24,south america,2022,DF,left,1.0,72,79,3.0,3700000.0
3459,A. Matri,33,europe,2019,ST,right,2.0,72,72,3.0,2000000.0
3460,D. Banguero,28,south america,2023,DF,left,1.0,72,72,3.0,2500000.0
3462,Canella,30,europe,2019,DF,left,1.0,72,72,2.0,2200000.0
3463,M. Pérez García,33,south america,2020,MF,left,1.0,72,72,4.0,1900000.0
3465,A. Costa,32,europe,2019,DF,left,1.0,72,72,2.0,1800000.0
3467,S. Longo,26,europe,"Jun 30, 2019",ST,right,1.0,72,74,3.0,3800000.0
3469,Torrejón,32,europe,2019,DF,right,1.0,72,72,2.0,1800000.0
3472,Vítor Gomes,30,europe,2019,MF,right,1.0,72,72,3.0,2900000.0
3473,R. van La Parra,27,europe,2020,MF,right,1.0,72,72,4.0,3300000.0
3474,V. Le Goff,28,europe,2020,DF,left,1.0,72,72,3.0,2500000.0
3476,S. Khaoui,23,africa,"Jun 30, 2019",MF,left,1.0,72,76,3.0,4100000.0
3477,H. Goitom,33,africa,2019,ST,right,1.0,72,72,3.0,2000000.0
3479,C. Obasi,32,africa,2018,ST,right,2.0,72,72,3.0,2500000.0
3480,G. Fofana,25,europe,2021,MF,right,1.0,72,77,3.0,3500000.0
3481,L. Andersen,23,europe,"Jun 30, 2019",ST,right,1.0,72,78,4.0,4300000.0
3483,M. Goicoechea,30,south america,2019,GK,right,1.0,72,72,1.0,2000000.0
3485,J. Arango,27,south america,2023,ST,right,1.0,72,73,4.0,3600000.0
3486,C. Chimino,30,south america,2019,DF,right,1.0,72,72,2.0,2200000.0
3487,S. Viera,35,south america,2019,GK,right,1.0,72,72,1.0,725000.0
3489,J. Garro,25,south america,2023,MF,right,1.0,72,73,3.0,3700000.0
3490,A. Warda,24,africa,2020,MF,right,1.0,72,75,3.0,3900000.0
3493,E. Hallfreðsson,34,europe,2020,MF,left,2.0,72,72,3.0,1500000.0
3495,E. Gnahoré,24,europe,"Jun 30, 2019",MF,right,1.0,72,77,3.0,4100000.0
3497,K. Nordfeldt,29,europe,2020,GK,right,2.0,72,74,1.0,2500000.0
3498,S. Yago,25,africa,2019,DF,right,1.0,72,77,3.0,3400000.0
3499,Hugo Rubiães,34,south america,2021,MF,right,1.0,72,72,2.0,950000.0
3501,Y. Bammou,26,africa,2022,ST,right,1.0,72,73,3.0,3700000.0
3504,Carleto Costinha,26,south america,2021,MF,right,1.0,72,72,3.0,3300000.0
3505,R. Williams,29,oceania,2019,DF,right,1.0,72,72,2.0,2400000.0
3506,G. Charbonnier,29,europe,2019,ST,right,2.0,72,72,3.0,3100000.0
3508,L. Olaza,23,south america,"Jun 30, 2019",DF,left,1.0,72,78,3.0,3600000.0
3509,M. Kosanović,28,europe,2020,DF,left,1.0,72,73,2.0,2800000.0
3510,F. Cerro,30,south america,2019,MF,right,1.0,72,72,3.0,2900000.0
3512,Mauro Riboas,26,south america,2021,MF,right,1.0,72,72,3.0,3300000.0
3513,Rafael Lopes,26,europe,2019,ST,right,1.0,72,73,3.0,3700000.0
3515,A. Mosquera,28,south america,2018,DF,right,1.0,72,74,2.0,2900000.0
3516,O. Idrissi,22,europe,2022,ST,right,1.0,72,79,4.0,4400000.0
3519,M. Schmiedebach,29,europe,"Jun 30, 2020",MF,right,2.0,72,72,3.0,2400000.0
3520,S. Badji,28,africa,2019,MF,right,1.0,72,72,2.0,2500000.0
3521,R. Gómez,25,south america,"Dec 31, 2018",MF,right,1.0,72,75,3.0,3900000.0
3522,D. Limnios,20,europe,2021,MF,right,1.0,72,80,3.0,4600000.0
3523,René,34,europe,2019,GK,right,1.0,72,72,1.0,1300000.0
3525,J. Rinne,25,europe,2022,GK,left,1.0,72,77,1.0,3000000.0
3531,Santi da Bruma,34,south america,2021,ST,right,1.0,72,72,3.0,1600000.0
3533,S. Jung,28,europe,2019,DF,right,2.0,72,72,3.0,2500000.0
3536,J. Lucumi,23,south america,2020,MF,right,1.0,72,80,3.0,4600000.0
3537,T. Chevalier,31,europe,2021,ST,right,1.0,72,72,3.0,2700000.0
3538,S. Polter,27,europe,2020,ST,right,1.0,72,73,3.0,3600000.0
3542,M. Malyshev,25,europe,2021,MF,right,1.0,72,78,3.0,3600000.0
3543,M. Zaracho,20,south america,2021,MF,right,1.0,72,85,3.0,6000000.0
3544,M. Shaparenko,19,europe,2022,MF,right,1.0,72,85,3.0,6000000.0
3545,J. Boye,31,africa,2020,DF,right,1.0,72,72,2.0,2100000.0
3546,V. Regini,27,europe,2021,DF,left,1.0,72,72,2.0,2600000.0
3548,C. Galano,27,europe,"Jun 30, 2019",ST,left,1.0,72,72,3.0,3300000.0
3549,Cristian Lodeira,26,south america,2021,ST,right,1.0,72,72,3.0,3400000.0
3550,Josué Sá,26,europe,"May 31, 2019",DF,right,1.0,72,76,3.0,3300000.0
3551,L. Menossi,24,south america,2019,MF,right,1.0,72,76,3.0,4000000.0
3552,Adrián Marín,21,europe,2021,DF,left,1.0,72,81,3.0,4100000.0
3553,Aleñá,20,europe,2022,MF,left,1.0,72,85,3.0,6000000.0
3554,D. Maresic,18,europe,2020,DF,right,1.0,72,84,2.0,4500000.0
3556,P. Bernardoni,21,europe,"Jun 30, 2019",GK,left,1.0,72,82,1.0,3900000.0
3557,Walter Silvieiro,26,south america,2018,ST,right,1.0,72,72,3.0,3400000.0
3560,M. Castagnetti,28,europe,2021,MF,left,1.0,72,72,3.0,3100000.0
3562,L. Mabiala,30,africa,2018,DF,right,1.0,72,72,2.0,2300000.0
3564,P. Rubio,29,south america,"Dec 31, 2018",ST,right,1.0,72,72,3.0,3100000.0
3565,C. Strandberg,22,europe,2021,ST,left,1.0,72,78,3.0,4300000.0
3566,A. Shabanov,26,europe,2021,DF,right,1.0,72,77,2.0,3400000.0
3567,G. Brugman,25,south america,2022,MF,right,1.0,72,74,3.0,3700000.0
3568,Josué da Feira,26,south america,2021,ST,right,1.0,72,72,3.0,3400000.0
3571,D. Arias,33,south america,2022,MF,right,1.0,72,72,3.0,1300000.0
3573,M. Olunga,24,africa,2021,ST,left,1.0,72,79,3.0,4400000.0
3574,Murilo,23,south america,2023,MF,left,1.0,72,78,3.0,4300000.0
3576,I. Kiese Thelin,26,europe,"Jun 30, 2019",ST,right,1.0,72,74,3.0,3800000.0
3577,T. Cardona,22,south america,2022,DF,left,1.0,72,78,2.0,3600000.0
3578,C. Fassnacht,24,europe,2019,MF,right,1.0,72,75,3.0,3900000.0
3579,Quique,28,europe,2022,ST,left,1.0,72,72,3.0,3200000.0
3580,M. Günok,29,asia,2020,GK,right,1.0,72,73,1.0,2400000.0
3581,T. Kalas,25,europe,2021,DF,right,1.0,72,76,2.0,3400000.0
3582,A. Briançon,23,europe,2021,DF,right,1.0,72,76,2.0,3400000.0
3583,S. Abdullahi,25,africa,2020,DF,right,1.0,72,75,2.0,3300000.0
3585,K. Kerschbaumer,26,europe,2021,MF,right,1.0,72,73,3.0,3600000.0
3587,P. Díaz,23,south america,2023,DF,right,1.0,72,79,2.0,3700000.0
3589,P. Gallese,28,south america,2019,GK,right,1.0,72,73,1.0,2500000.0
3591,J. Foyth,20,south america,2022,DF,right,1.0,72,85,3.0,5500000.0
3592,D. Villalva,25,south america,"May 31, 2019",ST,right,1.0,72,73,4.0,3700000.0
3594,R. Vargas,31,south america,2019,MF,right,2.0,72,72,4.0,2700000.0
3595,M. Ducksch,24,europe,2022,ST,right,1.0,72,76,3.0,4100000.0
3596,N. Asare,31,africa,2019,DF,left,1.0,72,72,3.0,2000000.0
3599,Fernando Bob,30,south america,2019,MF,left,1.0,72,72,3.0,2300000.0
3600,C. Bernardi,28,south america,2021,MF,right,1.0,72,72,3.0,3100000.0
3603,J. Bottinelli,33,south america,2019,DF,left,1.0,72,72,2.0,1300000.0
3605,Y. Al Shahrani,26,asia,2021,DF,right,1.0,72,74,3.0,3100000.0
3606,N. Boilesen,26,europe,2023,DF,left,2.0,72,74,3.0,3100000.0
3607,S. Ben Youssef,29,africa,2020,DF,right,1.0,72,73,2.0,2700000.0
3608,G. Sara,30,south america,2021,GK,right,1.0,72,72,1.0,2000000.0
3609,J. Otero,23,south america,2021,MF,right,1.0,72,79,3.0,4400000.0
3610,A. Biyogo Poko,25,africa,2021,MF,right,1.0,72,76,3.0,3900000.0
3611,L. Castellanos,34,south america,2018,GK,right,1.0,72,72,1.0,1300000.0
3613,T. Letschert,25,europe,"Jun 30, 2019",DF,right,1.0,72,75,2.0,3300000.0
3616,Martos,34,europe,2020,DF,right,1.0,72,72,2.0,950000.0
3617,J. Jeanvier,25,europe,2022,DF,right,1.0,72,76,2.0,3400000.0
3619,C. Terzi,34,europe,2019,DF,right,1.0,72,72,2.0,950000.0
3620,I. Piris,29,south america,"Jun 30, 2019",DF,right,1.0,72,72,3.0,2400000.0
3621,S. Moreira,23,europe,2021,DF,right,1.0,72,78,3.0,3600000.0
3622,Aketxe,24,europe,"Jun 30, 2019",MF,left,1.0,72,78,3.0,4300000.0
3623,S. Rieks,31,europe,2020,DF,right,1.0,72,72,3.0,2700000.0
3624,F. Moubandje,28,europe,2019,DF,left,1.0,72,72,3.0,2500000.0
3626,C. Falletti,25,south america,"Jun 30, 2019",ST,right,1.0,72,75,4.0,3900000.0
3627,Allano,23,south america,2020,MF,left,1.0,72,80,3.0,4600000.0
3628,J. Morávek,28,europe,2020,MF,right,2.0,72,72,3.0,3100000.0
3629,C. Riaño,29,south america,2023,ST,right,1.0,72,72,3.0,3100000.0
3630,Aythami Artiles,32,europe,2020,DF,right,1.0,72,72,2.0,1800000.0
3631,J. Risdon,25,oceania,2019,DF,right,1.0,72,75,3.0,3200000.0
3634,S. Bastien,21,europe,2022,MF,right,1.0,72,81,3.0,4800000.0
3635,João Talocha,28,europe,2020,DF,left,1.0,72,72,2.0,2500000.0
3636,J. Pollersbeck,23,europe,2021,GK,right,1.0,72,79,1.0,3200000.0
3637,M. Abeid,25,africa,2019,MF,right,1.0,72,74,3.0,3200000.0
3638,M. Rzatkowski,28,europe,"Dec 31, 2018",MF,left,1.0,72,72,3.0,3100000.0
3639,B. Perlaza,26,south america,2019,MF,right,1.0,72,75,3.0,3200000.0
3640,R. Sallai,21,europe,2022,ST,right,1.0,72,80,3.0,4600000.0
3641,B. Kamara,18,europe,2020,DF,right,1.0,72,88,3.0,6000000.0
3642,T. Beugelsdijk,27,europe,2021,DF,right,1.0,72,72,3.0,2600000.0
3643,G. Giménez,26,south america,2021,MF,left,1.0,72,73,4.0,3600000.0
3645,L. Díaz,21,south america,2021,MF,right,1.0,72,83,3.0,5500000.0
3646,L. Benito,26,europe,2019,DF,left,1.0,72,75,2.0,3200000.0
3647,Raúl Lizoain,27,europe,2020,GK,left,1.0,72,74,1.0,2500000.0
3649,Jonas Damasto,34,south america,2021,DF,left,1.0,72,72,2.0,875000.0
3650,M. Rodríguez,23,south america,2019,MF,right,1.0,72,78,3.0,4300000.0
3652,Thiago Cionek,32,europe,2020,DF,right,1.0,72,72,2.0,1800000.0
3653,A. Struna,27,europe,2019,DF,right,1.0,72,73,2.0,2900000.0
3656,Y. Bissouma,21,africa,2023,MF,right,1.0,72,82,3.0,5000000.0
3657,M. Rohdén,27,europe,2019,MF,right,1.0,72,72,3.0,3200000.0
3658,M. Demir,26,asia,2019,ST,right,1.0,72,74,3.0,3800000.0
3659,D. Lezcano,28,south america,2020,ST,right,1.0,72,72,3.0,3200000.0
3662,W. Owusu,28,africa,2019,ST,right,1.0,72,72,2.0,3200000.0
3663,Rúben Fernandes,32,europe,2019,DF,left,1.0,72,72,2.0,1800000.0
3667,O. Şişmanoğlu,28,europe,2019,ST,right,1.0,72,72,3.0,3200000.0
3671,Jeff Meirson,26,south america,2021,DF,left,1.0,72,72,2.0,2600000.0
3673,T. Zengin,34,asia,2019,GK,right,2.0,72,72,1.0,1300000.0
3674,B. Jeannot,26,europe,2021,ST,right,1.0,72,74,3.0,3800000.0
3676,P. Stojanović,22,europe,2021,DF,right,1.0,72,78,3.0,3600000.0
3677,B. Sarmiento,28,south america,2021,MF,right,1.0,72,72,3.0,3100000.0
3678,J. Hamad,27,europe,2018,MF,right,1.0,72,72,3.0,3300000.0
3679,A. Al Habsi,36,asia,2020,GK,right,2.0,72,72,1.0,425000.0
3680,L. Miranda,24,south america,2023,MF,right,1.0,72,78,3.0,3600000.0
3681,R. Holzhauser,25,europe,2020,MF,left,1.0,72,76,3.0,3400000.0
3682,Dani Giménez,34,europe,2020,GK,right,1.0,72,72,1.0,1300000.0
3684,H. Kiyotake,28,asia,2022,MF,right,2.0,72,72,3.0,3100000.0
3686,E. Şen,29,europe,2018,MF,right,1.0,72,72,3.0,2400000.0
3687,K. Onisiwo,26,europe,2019,MF,right,1.0,72,72,2.0,3300000.0
3689,P. Stenzel,22,europe,2021,DF,right,1.0,72,77,3.0,3500000.0
3691,D. Le Tallec,28,europe,2022,MF,right,1.0,72,73,2.0,2800000.0
3692,R. Gosens,23,europe,2020,MF,left,1.0,72,77,3.0,4200000.0
3693,R. Bobadilla,31,south america,2021,ST,right,2.0,72,72,3.0,2800000.0
3694,K. Wolze,28,europe,2019,DF,left,1.0,72,72,3.0,2500000.0
3696,J. Cabot,24,europe,2020,ST,right,1.0,72,78,3.0,4300000.0
3698,C. Arboleda,32,south america,2019,DF,right,1.0,72,72,3.0,1700000.0
3700,Unai Simón,21,europe,2023,GK,right,1.0,72,82,1.0,3900000.0
3701,C. Knasmüllner,26,europe,2021,MF,right,1.0,72,75,3.0,3900000.0
3702,L. Lollo,31,south america,2020,DF,right,1.0,72,72,2.0,2100000.0
3703,A. Milić,24,europe,2021,DF,left,1.0,72,77,2.0,3500000.0
3705,S. Bahoken,26,africa,2022,ST,right,1.0,72,75,3.0,3900000.0
3706,Ontiveros,20,europe,2020,MF,right,1.0,72,82,3.0,5000000.0
3707,N. Höfler,28,europe,2021,MF,right,1.0,72,72,2.0,2500000.0
3711,B. Linssen,27,europe,2020,ST,right,1.0,72,72,3.0,3300000.0
3712,M. Trotta,25,europe,2020,ST,left,1.0,72,74,3.0,3900000.0
3713,J. Dezi,26,europe,2022,MF,right,1.0,72,74,3.0,3700000.0
3715,J. Savarino,21,south america,2021,ST,right,1.0,72,82,4.0,5000000.0
3718,M. Saymak,25,europe,2021,MF,right,1.0,72,76,3.0,4000000.0
3721,L. Phiri,23,africa,2021,MF,right,1.0,72,78,3.0,4200000.0
3722,Jubal,24,south america,2019,DF,right,1.0,72,76,2.0,3400000.0
3723,A. Cubas,22,south america,2021,MF,right,1.0,72,79,3.0,3700000.0
3724,Luismi,26,europe,2021,MF,right,1.0,72,77,2.0,3400000.0
3725,A. Adnan,24,asia,"Jun 30, 2019",MF,left,1.0,72,75,4.0,3900000.0
3726,Diogo Gonçalves,21,europe,"Jun 30, 2019",ST,right,1.0,72,81,4.0,4800000.0
3729,S. Ortega,25,europe,2020,GK,right,1.0,72,76,1.0,2900000.0
3730,B. Białkowski,30,europe,2021,GK,right,1.0,72,72,1.0,2000000.0
3731,Ricardo Ryller,24,south america,2022,MF,right,1.0,72,77,3.0,4100000.0
3732,J. Börner,27,europe,2019,DF,left,1.0,72,72,2.0,2600000.0
3733,Fran Mérida,28,europe,2020,MF,left,1.0,72,73,3.0,2800000.0
3734,Tito,32,europe,2019,DF,right,1.0,72,72,3.0,1700000.0
3735,S. Sensi,22,europe,2020,MF,right,1.0,72,77,3.0,3500000.0
3736,A. Weimann,26,europe,2021,ST,right,1.0,72,72,3.0,3400000.0
3737,Fernando Canesín,26,south america,2020,MF,right,1.0,72,74,3.0,3800000.0
3739,Vigaray,23,europe,2019,DF,right,1.0,72,78,3.0,3600000.0
3740,P. Olayinka,22,africa,2022,MF,right,1.0,72,79,3.0,4400000.0
3741,R. Delgado,28,south america,2023,DF,left,1.0,72,72,3.0,2500000.0
3742,J. Wiland,37,europe,2019,GK,right,1.0,72,72,1.0,210000.0
3743,V. Figueroa,34,south america,2020,MF,right,1.0,72,72,3.0,1600000.0
3744,Chiquinho,22,europe,2023,MF,right,1.0,72,78,3.0,4300000.0
3747,C. Jullien,25,europe,2021,DF,right,2.0,72,76,2.0,3400000.0
3748,O. Alderete,21,south america,2022,DF,left,1.0,72,82,2.0,4400000.0
3751,J. Uronen,23,europe,2019,DF,left,1.0,72,77,3.0,3500000.0
3752,K. Schindler,24,africa,2019,ST,right,1.0,72,75,3.0,3900000.0
3755,X. Schlager,20,europe,2021,MF,left,1.0,72,83,3.0,5500000.0
3756,N. Jelavić,32,europe,2020,ST,right,2.0,72,72,3.0,2500000.0
3757,T. Ben Haim,28,asia,2021,MF,right,1.0,72,72,3.0,3100000.0
3758,Clinton Mata,25,africa,2022,MF,right,1.0,72,73,3.0,3700000.0
3760,S. Uçan,24,asia,"Jun 30, 2019",MF,right,1.0,72,77,3.0,4100000.0
3761,Renato Neto,26,south america,2019,MF,right,1.0,72,73,3.0,3600000.0
3762,J. Meram,29,asia,2022,MF,right,1.0,72,72,3.0,3000000.0
3763,Jorge Miramón,29,europe,2019,DF,right,1.0,72,72,3.0,2400000.0
3764,A. Murgia,21,europe,2022,MF,right,1.0,72,78,3.0,4200000.0
3765,I. Ávila,27,south america,2019,ST,right,1.0,72,72,3.0,3300000.0
3766,T. Kaminski,25,europe,2020,GK,right,1.0,72,75,1.0,2800000.0
3767,K. Zohore,24,europe,2020,ST,left,1.0,72,77,3.0,4200000.0
3768,L. Ceppitelli,28,europe,2020,DF,right,1.0,72,73,2.0,2800000.0
3769,Nuno Coelho,30,europe,2021,MF,right,1.0,72,72,2.0,2300000.0
3772,J. Carrizo,34,south america,2019,GK,right,2.0,72,72,1.0,1300000.0
3773,F. Peluso,34,europe,2020,DF,left,2.0,72,72,2.0,875000.0
3774,M. van der Werff,29,europe,2019,DF,right,1.0,72,72,2.0,2400000.0
3775,M. Piedrahita,33,south america,2023,DF,right,1.0,72,72,3.0,1200000.0
3779,F. Pisacane,32,europe,2019,DF,right,1.0,72,72,2.0,1800000.0
3780,U. Ćosić,25,europe,2020,DF,right,1.0,72,76,2.0,3400000.0
3781,Sebá,26,south america,2021,ST,left,1.0,72,73,3.0,3700000.0
3782,D. Peralta,33,south america,2023,DF,right,1.0,72,72,2.0,1300000.0
3783,R. Koch,21,europe,2021,MF,right,1.0,72,80,2.0,4000000.0
3785,A. Federici,33,oceania,2020,GK,right,1.0,72,72,1.0,1600000.0
3787,M. Oršić,25,europe,2022,MF,right,2.0,72,74,3.0,3800000.0
3789,A. Tettey,32,europe,2020,MF,right,1.0,72,72,2.0,1800000.0
3793,Gelson Dala,21,africa,"Jun 30, 2019",ST,right,1.0,72,82,4.0,5000000.0
3794,M. Higashiguchi,32,asia,2021,GK,right,1.0,72,72,1.0,1800000.0
3795,Jorge Teixeira,31,europe,2020,DF,right,1.0,72,72,2.0,2100000.0
3797,S. Martinsson Ngouali,26,africa,2019,MF,right,1.0,72,74,3.0,3700000.0
3799,M. Šitum,26,europe,2020,MF,right,1.0,72,73,3.0,3700000.0
3802,Sergio Sánchez,32,europe,2020,DF,right,1.0,72,72,2.0,1800000.0
3805,M. Cauteruccio,31,south america,2023,ST,right,1.0,72,72,3.0,2800000.0
3807,L. Ariaudo,29,europe,2021,DF,left,1.0,72,72,2.0,2400000.0
3808,P. Klingmann,30,europe,2020,DF,right,1.0,72,72,3.0,2200000.0
3810,Y. Cahuzac,33,europe,2019,MF,right,1.0,72,72,2.0,1300000.0
3813,L. Immers,32,europe,2019,MF,right,1.0,72,72,2.0,2400000.0
3814,C. Menéndez,30,south america,2023,ST,right,1.0,72,72,3.0,3000000.0
3815,Vágner Corraldo,30,south america,2021,DF,left,1.0,72,72,3.0,2200000.0
3816,Luso,33,europe,2019,DF,right,1.0,72,72,2.0,1300000.0
3818,F. Melchiorri,31,europe,2020,ST,right,1.0,72,72,3.0,2800000.0
3819,T. Doumbia,28,africa,2019,MF,right,1.0,72,72,3.0,2500000.0
3821,Sivera,21,europe,2021,GK,right,1.0,71,78,1.0,2500000.0
3822,Allison Sireo,30,south america,2021,DF,right,1.0,71,71,2.0,1800000.0
3823,Z. Stieber,29,europe,2019,MF,left,2.0,71,71,3.0,2300000.0
3825,L. Koutris,22,europe,2020,DF,left,1.0,71,78,3.0,2800000.0
3827,R. Schüller,27,europe,2018,MF,left,1.0,71,71,3.0,2000000.0
3828,Sergio Herrera,25,europe,2021,GK,right,1.0,71,73,1.0,2000000.0
3830,L. Memushaj,31,europe,2021,MF,right,2.0,71,71,3.0,2000000.0
3835,A. Kamara,23,europe,2021,ST,right,1.0,71,76,3.0,3200000.0
3838,A. Caracciolo,28,europe,2020,DF,right,1.0,71,71,2.0,1900000.0
3839,Ewandro,22,south america,"Jun 30, 2019",MF,left,1.0,71,80,3.0,3600000.0
3840,G. Holtmann,23,europe,2020,MF,left,1.0,71,78,3.0,3300000.0
3841,Erik Morán,27,europe,2021,MF,right,1.0,71,73,3.0,2300000.0
3842,Tobias Figueiredo,24,europe,2022,DF,right,1.0,71,75,2.0,2600000.0
3843,I. Rossi,24,south america,"Jun 30, 2019",MF,left,1.0,71,77,3.0,2800000.0
3844,Miltisco Paulino,30,south america,2018,DF,right,1.0,71,71,2.0,1800000.0
3851,S. Aydoğdu,27,asia,2021,MF,left,1.0,71,71,3.0,2400000.0
3852,S. Gashi,29,europe,2019,ST,left,1.0,71,71,3.0,2400000.0
3853,O. Deschacht,37,europe,2019,DF,left,1.0,71,71,2.0,325000.0
3854,E. Cecchini,23,south america,"Jun 30, 2019",MF,right,1.0,71,80,3.0,3200000.0
3855,T. Knipping,25,europe,2019,DF,left,1.0,71,74,2.0,2500000.0
3856,H. Yamaguchi,27,asia,2023,MF,right,1.0,71,72,3.0,2200000.0
3858,J. Cavalli,36,europe,2019,MF,left,1.0,71,71,3.0,800000.0
3860,M. Makuszewski,28,europe,2020,MF,right,1.0,71,71,3.0,2400000.0
3862,F. Schnellhardt,24,europe,2020,MF,left,1.0,71,78,3.0,3300000.0
3863,M. Pavone,36,south america,2019,ST,right,2.0,71,71,2.0,850000.0
3864,T. Goiginger,25,europe,2020,ST,right,1.0,71,74,4.0,3000000.0
3866,Luis García,37,europe,2019,MF,right,1.0,71,71,3.0,750000.0
3868,A. Luci,33,europe,2021,MF,right,1.0,71,71,3.0,1400000.0
3869,Luca Sangalli,23,europe,2020,MF,right,1.0,71,79,2.0,3500000.0
3873,Jaime Romero,27,europe,2020,MF,left,1.0,71,71,3.0,2500000.0
3874,S. Grippo,29,europe,2020,DF,right,1.0,71,71,2.0,1800000.0
3881,I. Bangoura,33,africa,2020,ST,right,2.0,71,71,3.0,1500000.0
3884,T. Hoogland,33,europe,2019,DF,right,1.0,71,71,2.0,950000.0
3886,Enric Gallego,31,europe,2020,ST,left,1.0,71,71,3.0,2100000.0
3888,K. Bonifazi,22,europe,"Jun 30, 2019",DF,right,1.0,71,79,2.0,3000000.0
3892,M. Jonjić,27,europe,2023,DF,right,1.0,71,73,2.0,2300000.0
3893,A. Tarek,26,africa,2023,DF,left,1.0,71,74,2.0,2500000.0
3894,O. Fink,36,europe,2019,MF,right,1.0,71,71,2.0,750000.0
3895,F. Macheda,26,europe,2021,ST,right,2.0,71,72,3.0,2800000.0
3897,Y. Chibsah,25,africa,2021,MF,right,1.0,71,74,3.0,2900000.0
3898,T. Schütz,30,europe,2020,MF,right,1.0,71,71,2.0,1800000.0
3899,Rodrigo Becão,22,south america,2019,DF,right,1.0,71,80,2.0,3200000.0
3900,M. Loum,21,africa,"Jun 30, 2019",MF,right,1.0,71,79,2.0,3000000.0
3902,Vadillo,23,europe,2020,MF,right,1.0,71,77,3.0,3200000.0
3903,P. Klement,25,europe,2020,MF,left,1.0,71,72,3.0,2800000.0
3904,A. Gogia,26,europe,2021,ST,right,1.0,71,72,4.0,2800000.0
3906,K. Tsimikas,22,europe,2019,DF,left,1.0,71,78,3.0,2800000.0
3907,Mateus,34,africa,2019,MF,right,1.0,71,71,3.0,1200000.0
3909,X. Mercier,28,europe,2020,MF,right,1.0,71,71,3.0,2400000.0
3911,N. Fernández,39,south america,2023,GK,right,1.0,71,71,1.0,160000.0
3912,O. Hernández,25,europe,2021,MF,right,1.0,71,74,3.0,3000000.0
3914,A. Sagal,25,south america,2020,ST,left,1.0,71,76,3.0,3200000.0
3915,J. Grimm,31,europe,2019,MF,right,1.0,71,71,2.0,1600000.0
3916,M. Nyatama,30,africa,2020,MF,right,1.0,71,71,3.0,2200000.0
3917,B. Touré,26,africa,2020,MF,right,1.0,71,75,2.0,2500000.0
3918,Diego González,23,europe,2021,DF,left,1.0,71,79,2.0,3000000.0
3919,S. Rosted,23,europe,2021,DF,right,1.0,71,76,2.0,2700000.0
3921,I. Sacko,20,europe,2022,ST,right,1.0,71,81,3.0,3900000.0
3924,T. Ouwejan,22,europe,2022,DF,left,1.0,71,77,3.0,2700000.0
3929,G. Kvilitaia,24,europe,2022,ST,right,1.0,71,74,3.0,3100000.0
3932,Léo Jardim,23,south america,2019,GK,right,1.0,71,80,1.0,2800000.0
3933,Heitor Gesse,34,south america,2021,DF,left,1.0,71,71,2.0,675000.0
